station_name,latitude,longitude,total_bikes,station,distance,review_count,rating,popularity,price
Jeanne-Mance / Sherbrooke,45.50928678961862,-73.57101917266846,24,181,584.544,208.91176470588235,8.1636,0.9753516483516484,1.72
Place Rodolphe-Rousseau (Gohier / Édouard-Laurin),45.5129938566323,-73.68249848484993,24,182,394.84615384615387,34.645161290322584,7.75,0.8127666666666666,1.4945054945054945
Argyle / de Verdun,45.45301583620112,-73.57191503047943,23,183,537.6555555555556,26.925925925925927,7.939111111111111,0.8506031746031746,1.4222222222222223
Ropery / Augustin-Cantin,45.48097552629275,-73.56863468885422,23,184,619.3983739837398,142.5,8.188943089430895,0.9124157303370787,1.886178861788618
du Rosaire / St-Hubert,45.54481928225348,-73.6215104162693,23,185,620.0925925925926,38.74074074074074,8.191851851851853,0.873246913580247,1.3796296296296295
St-Nicolas / Place d'Youville,45.501966859101564,-73.55515256524086,23,186,394.5882352941176,411.2,8.486806722689076,0.9635730337078651,1.865546218487395
Bélanger / St-Denis,45.53696,-73.61199,23,187,512.8071428571428,86.57894736842105,8.406285714285715,0.9390980392156862,1.6642857142857144
Michelet / Jean-Talon,45.57627820285533,-73.58353972434998,23,188,490.69767441860466,12.4,7.549302325581396,0.878,1.5930232558139534
Darling / Sherbrooke,45.54545514686953,-73.55673909187317,23,189,715.3181818181819,25.03125,7.7940000000000005,0.8526794871794872,1.4454545454545455
Métro Honoré-Beaugrand (Sherbrooke / Honoré-Beaugrand),45.5967964774917,-73.53517949581145,23,190,732.2631578947369,3.2142857142857144,7.251052631578948,0.8361044776119403,1.3894736842105264
Dubois / Eadie,45.45760820718457,-73.59051011502743,23,191,560.5619047619048,8.970588235294118,7.950761904761905,0.7756478873239436,1.2952380952380953
de St-Firmin / Fleury,45.57062472207837,-73.6517858505249,23,192,631.3440860215054,5.967741935483871,7.874193548387097,0.8290161290322581,1.3333333333333333
de Lanaudière / Bélanger,45.54365085053057,-73.60565051436424,23,193,678.4639175257732,56.17391304347826,8.17618556701031,0.9338378378378378,1.5154639175257731
St-Charles / Thomas-Keefer,45.477605,-73.573775,23,194,558.9391304347826,170.11764705882354,8.118521739130435,0.8588395061728396,1.7478260869565216
12e avenue / St-Zotique,45.5568667309625,-73.589306473732,23,195,691.289156626506,9.392857142857142,8.043253012048194,0.8446181818181818,1.5060240963855422
Bel Air / St-Antoine,45.4824297233159,-73.58367975812143,23,196,598.9304347826087,182.23529411764707,8.068695652173913,0.8894074074074074,1.6782608695652175
Regina / de Verdun,45.467369,-73.570769,23,197,569.8235294117648,30.86111111111111,7.9608823529411765,0.8491060606060605,1.4705882352941178
Du Quesne / de Marseille,45.575812361972055,-73.54123055934906,23,198,629.65625,8.733333333333333,7.2315625,0.8685454545454545,1.5729166666666667
Métro Beaudry (Beaudry / Ste-Catherine),45.51888453178292,-73.55593845248222,23,199,424.6766917293233,102.03030303030303,8.02639097744361,0.9514,1.8345864661654134
Bloomfield / Van Horne,45.522745298216094,-73.61328139901161,23,200,657.1487603305785,118.48484848484848,8.228595041322313,0.8746818181818181,1.834710743801653
Wilderton  / Van Horne,45.51014162409143,-73.6247518658638,23,201,583.2428571428571,8.785714285714286,7.9871428571428575,0.805625,1.3714285714285714
de Chambly / Rachel,45.54991069359101,-73.55826258659361,23,202,706.4269662921348,26.62962962962963,7.816966292134832,0.8416612903225806,1.4269662921348314
du President-Kennedy / Union,45.505102242483595,-73.57187882065773,23,203,596.0378787878788,309.02564102564105,8.249318181818182,0.9754086021505376,1.7575757575757576
Durocher / Sherbrooke,45.507076248365834,-73.57228517532349,23,204,600.8307692307692,246.7948717948718,8.134538461538462,0.9752747252747253,1.7461538461538462
St-Dominique / Bernard,45.52793332015246,-73.60122251338906,23,205,626.2112676056338,134.0,8.360140845070424,0.9391944444444446,1.6408450704225352
de Monkland / Girouard,45.47710675189806,-73.6214379966259,23,206,494.125,46.411764705882355,7.692589285714286,0.8746666666666667,1.4196428571428572
Dollard / Bernard,45.51678269880724,-73.61142262816429,23,207,690.6907216494845,103.5,8.073092783505155,0.84852,1.7216494845360826
Bourbonnière / du Mont-Royal,45.55358456339093,-73.56052905321121,23,208,753.1414141414141,31.22222222222222,7.768989898989899,0.8871249999999999,1.404040404040404
Alexandre-DeSève  / Ontario,45.52435882510794,-73.56053441762924,23,209,643.9206349206349,114.03030303030303,7.7873809523809525,0.9502580645161289,1.8650793650793651
St-Jacques / St-Laurent,45.50644464920572,-73.55648696422577,23,210,429.1162790697674,276.28205128205127,8.45248062015504,0.9694888888888887,1.8914728682170543
Grand Boulevard / de Terrebonne,45.470535000953966,-73.63165721297264,23,211,705.3398058252427,43.892857142857146,7.799902912621359,0.8686933333333333,1.3980582524271845
Métro Lasalle (de Rushbrooke / Caisse),45.47069642604657,-73.56542240828276,23,212,714.4634146341464,36.666666666666664,7.8047560975609755,0.9043275862068966,1.4268292682926829
Boyer / Bélanger,45.54006,-73.60897,23,213,605.016129032258,64.38709677419355,8.308709677419355,0.9422258064516128,1.6451612903225807
du Champ-de-Mars / Gosford,45.50965520472071,-73.55400860309601,23,214,542.0793650793651,266.3,8.429603174603175,0.9695581395348836,1.9444444444444444
Marie-Anne / Papineau,45.53176697148175,-73.5724139213562,23,215,619.1487603305785,243.03571428571428,8.192148760330578,0.9188064516129032,1.5867768595041323
Roy / St-André,45.521564270906616,-73.57036739587784,23,216,685.5441176470588,388.56666666666666,8.246323529411764,0.9495754716981132,1.7279411764705883
St-Mathieu / Sherbrooke,45.49578910481176,-73.58259558677672,23,217,546.1450381679389,253.07894736842104,8.148702290076336,0.9688387096774194,1.7633587786259541
Porte de Québec / St-André,45.51329411414168,-73.55057805776596,23,218,756.1640625,274.97297297297297,8.208046875,0.9644945054945054,1.890625
Ste-Croix / Tassé,45.51953948301331,-73.68516325950623,23,219,794.0,35.96153846153846,7.839999999999999,0.8494772727272728,1.3285714285714285
Laval / Duluth,45.51922631024093,-73.57718793155072,23,220,511.7517730496454,535.7575757575758,8.321063829787233,0.9497222222222221,1.7304964539007093
St-Hubert / Duluth,45.522425652788634,-73.57418417930603,23,221,564.0405405405405,371.969696969697,8.42668918918919,0.9441565217391304,1.7027027027027026
Gare Bois-de-Boulogne,45.53972553109637,-73.67716491222382,23,222,688.016393442623,7.611111111111111,7.9626229508196715,0.8316744186046512,1.4262295081967213
Métro Montmorency,45.55814299291968,-73.71942043304443,23,223,506.15686274509807,5.428571428571429,7.496960784313725,0.7929253731343283,1.411764705882353
Métro Rosemont (de St-Vallier / Rosemont),45.531921043052655,-73.59804779291153,23,224,725.8518518518518,95.34375,8.171703703703704,0.936252427184466,1.651851851851852
Maguire / St-Laurent,45.52462848559264,-73.5958108305931,23,225,491.0070921985816,156.14285714285714,8.517163120567377,0.940141592920354,1.5815602836879432
Métro Charlevoix (Centre / Charlevoix),45.4785381897129,-73.56931865215302,23,226,651.1652173913044,172.38709677419354,8.213652173913044,0.8780952380952382,1.8
Stationnement incitatif de Mortagne (Ampère),45.57251733677832,-73.44312071800232,23,227,496.3979591836735,4.666666666666667,7.417653061224489,0.8130845070422535,1.7142857142857142
Métro Fabre (Garnier / Jean-Talon),45.54604633902673,-73.60858295134676,23,228,672.6767676767677,30.22222222222222,8.046161616161617,0.8714567901234567,1.3737373737373737
Ste-Catherine / Towers,45.49228068089086,-73.58096480369566,23,229,579.7286821705426,224.43243243243242,8.013255813953489,0.9695217391304347,1.7984496124031009
St-Dominique / du Mont-Royal,45.52055948154798,-73.58582027256489,23,230,585.0405405405405,312.27272727272725,8.564121621621622,0.9445826086956521,1.6216216216216217
Wolfe / de la Gauchetière,45.51625372636654,-73.55291748050148,23,231,613.8487394957983,169.25925925925927,7.9768067226890755,0.9610108695652173,1.781512605042017
Durocher / Beaumont,45.52799772330074,-73.61919969320297,23,232,683.1570247933885,92.9375,8.232396694214875,0.916752808988764,1.7520661157024793
Boyer / Jean-Talon,45.54152678327907,-73.61248868051915,23,233,665.1496062992126,56.28125,8.33283464566929,0.9278736842105263,1.5511811023622046
Atwater / Sherbrooke,45.4912258547597,-73.58763009309769,23,234,642.0,270.0,7.4960204081632655,0.9634302325581395,1.4183673469387754
St-Jacques / des Seigneurs,45.489185716082275,-73.57190027832984,23,235,746.0737704918033,210.9,7.937622950819672,0.9678804347826088,1.9754098360655739
Guy / Notre-Dame,45.49003938678748,-73.56714338064194,23,236,649.4655172413793,105.36363636363636,7.941637931034483,0.9642340425531913,1.8362068965517242
Rosemont / Viau,45.56833021674857,-73.56666326522826,23,237,532.6153846153846,16.523809523809526,7.7325,0.7939354838709678,1.5192307692307692
Métro de Castelnau (de Castelnau / St-Laurent),45.53552563367942,-73.61981123685837,23,238,523.5338345864661,83.05714285714286,8.282255639097745,0.9399795918367346,1.6165413533834587
Christophe-Colomb / St-Joseph,45.53036486555959,-73.58439266681671,23,239,651.8194444444445,235.0,8.241666666666667,0.9359909090909091,1.6111111111111112
Robert-Bourassa / St-Maurice,45.49837045828952,-73.56055587530136,23,240,631.9615384615385,389.1714285714286,8.402076923076923,0.9707789473684211,1.9615384615384615
Pontiac / Gilford,45.527009334270645,-73.58576595783234,23,241,643.1928571428572,334.4230769230769,8.529857142857143,0.9395526315789473,1.5285714285714285
Ste-Émilie / Sir-Georges-Etienne-Cartier,45.472781067977614,-73.5852724313736,23,242,523.64,90.65625,8.161800000000001,0.8011764705882353,1.7
St-Jacques / Guy,45.491366875439965,-73.57010722160338,23,243,733.688,304.89285714285717,8.0288,0.9715567010309278,1.736
de Bullion / St-Joseph,45.52404631813311,-73.59015061847458,23,244,616.7583892617449,220.40625,8.57228187919463,0.9424615384615385,1.570469798657718
Jeanne-Mance / St-Viateur,45.523026476635074,-73.60184043645859,23,245,477.8358208955224,142.8846153846154,8.37544776119403,0.9379074074074074,1.626865671641791
Canning / Notre-Dame,45.486318644010225,-73.5702332854271,23,246,567.8083333333333,171.39285714285714,8.063416666666667,0.947836956521739,1.9583333333333333
Bernard / Jeanne-Mance,45.52428310031213,-73.6049484461546,23,247,582.7394366197183,139.44444444444446,8.328380281690142,0.9384056603773585,1.6830985915492958
de Gaspé / Fairmount,45.52557815939422,-73.59285570681095,23,248,587.8098591549295,178.1851851851852,8.512676056338028,0.9406608695652174,1.556338028169014
Parc St-Paul (Le Caron / Marc-Sauvalle),45.46174102134744,-73.58412176370621,23,249,780.4827586206897,19.857142857142858,8.245172413793103,0.7151351351351352,1.5
Jeanne-Mance / Laurier,45.52027633320609,-73.59497621666378,23,250,510.05797101449275,155.3448275862069,8.553550724637683,0.9412477064220184,1.673913043478261
Henri-Julien / du Carmel,45.52795093787009,-73.59502326697111,23,251,641.8818897637796,147.0,8.398976377952756,0.9372307692307692,1.5590551181102361
de Gaspé / Dante,45.53429782539273,-73.61217230558395,22,252,437.5223880597015,97.38235294117646,8.269626865671643,0.94148,1.6865671641791045
Chambord / Beaubien,45.539900246044354,-73.59936207532883,22,253,607.3942307692307,58.142857142857146,8.135961538461538,0.9118072289156627,1.6153846153846154
Desjardins / Ontario,45.55118417872238,-73.54087114334106,22,254,417.62745098039215,37.17857142857143,7.839705882352941,0.8537972972972973,1.5784313725490196
Prince-Arthur / St-Urbain,45.51262123436571,-73.5737282037735,22,255,590.6439393939394,394.8709677419355,8.120606060606061,0.9678712871287128,1.7954545454545454
Fullum / Marie-Anne,45.53650541861215,-73.56803923845291,22,256,600.7142857142857,57.69230769230769,8.090659340659341,0.7982307692307692,1.5274725274725274
Ernest-Gendreau / du Mont-Royal,45.549713734001415,-73.56384828686714,22,257,792.2272727272727,24.483870967741936,7.8408181818181815,0.8691392405063292,1.4090909090909092
de Léry / Sherbrooke,45.54099971663243,-73.55826258659361,22,258,615.0485436893204,21.43243243243243,7.732233009708738,0.8308030303030303,1.4951456310679612
Jeanne-d'Arc / Ontario,45.54959767887176,-73.54187428951263,22,259,366.99056603773585,34.90625,7.85556603773585,0.8541081081081081,1.5849056603773586
Bennett / Ste-Catherine,45.55315915057821,-73.53263273835182,22,260,577.5666666666667,25.0,7.990555555555555,0.81184375,1.4666666666666666
Émile-Duployé / Sherbrooke,45.5278406266837,-73.56588721280787,22,261,814.2149532710281,344.3888888888889,8.118691588785047,0.8966741573033709,1.6074766355140186
St-Antoine / Jean-Paul Riopelle,45.502939709023714,-73.56064036488532,22,262,546.1181102362204,421.9189189189189,8.423464566929134,0.973388888888889,1.8976377952755905
Ontario / Sicard,45.55626186680846,-73.53744059801102,22,263,585.3,26.96,7.965777777777777,0.8341538461538461,1.4333333333333333
Campus MIL (Outremont / Thérèse-Lavoie Roux),45.52311432992147,-73.61815363168716,22,264,689.0098039215686,101.42307692307692,7.955392156862746,0.8752763157894737,1.6666666666666667
Terminus de bus EXO (Côte de Terrebonne),45.697815037503666,-73.65406465532033,22,265,601.0178571428571,3.5789473684210527,6.77375,0.9231891891891892,1.4821428571428572
Parc Lalancette (de Rouen / Valois),45.54814504700217,-73.5471260547638,22,266,500.2056074766355,34.303030303030305,7.745140186915888,0.852945945945946,1.5233644859813085
Villeneuve / St-Laurent,45.521269382097486,-73.58956933021545,22,267,603.1948051948052,180.0,8.563961038961038,0.9444705882352941,1.6233766233766234
de la Roche / Bélanger,45.541669595766315,-73.60760450363159,22,268,666.7217391304348,66.96428571428571,8.242260869565218,0.9311379310344827,1.617391304347826
de Châteauguay / Ropery,45.47930107352825,-73.56629446148872,22,269,690.7179487179487,136.3939393939394,8.104102564102565,0.9220952380952381,1.794871794871795
Rose-de-Lima / Workman,45.48026417718717,-73.58099363744259,22,270,497.69026548672565,186.0857142857143,8.072654867256638,0.896551282051282,1.823008849557522
de Maisonneuve / Mansfield (sud-est),45.50229349416256,-73.5733064264059,22,271,466.3358208955224,300.56410256410254,8.220447761194029,0.9767894736842105,1.828358208955224
Métro Angrignon (Lamont / des Trinitaires),45.44650450192042,-73.6025619506836,22,272,781.9090909090909,9.424242424242424,7.193896103896103,0.8193181818181817,1.3896103896103895
Laurier / de Bordeaux,45.53725128371284,-73.57918381690979,22,273,623.9918699186992,74.575,8.130325203252033,0.8829397590361446,1.6666666666666667
Boyer /Laurier,45.530370913497194,-73.58651027083397,22,274,715.4328358208955,159.14285714285714,8.263507462686567,0.9331981132075471,1.664179104477612
La Ronde,45.52156536710626,-73.53533238172531,22,275,455.1041666666667,16.7,7.703125,0.8387368421052631,1.2083333333333333
Faillon / St-Denis,45.53989085278141,-73.62026989459991,22,276,554.104347826087,54.44,8.30504347826087,0.9043777777777778,1.5217391304347827
Saint-Rémi / Valois,45.583961790351886,-73.72082591056824,22,277,911.3513513513514,5.8,7.77054054054054,0.8027407407407408,1.3243243243243243
Centre ÉPIC (St-Zotique / 40e avenue),45.57414703721992,-73.57462137937546,22,278,726.9639639639639,8.405405405405405,7.7207207207207205,0.8510405405405406,1.5225225225225225
St-Grégoire / Christophe-Colomb,45.53255611409675,-73.58993947505951,22,279,697.5340909090909,193.1875,8.174772727272726,0.9376805555555556,1.625
de Chenonceau / Chomedey,45.56157,-73.75448,22,280,747.8303571428571,39.24242424242424,7.5625,0.8103417721518987,1.7053571428571428
Aylmer / Prince-Arthur,45.508566869474386,-73.57769787311554,22,281,788.608,245.4814814814815,8.04808,0.9707040816326531,1.712
Cartier / Marie-Anne,45.53280412806031,-73.57190161943436,22,282,645.8429752066115,224.61290322580646,8.241818181818182,0.8982666666666665,1.578512396694215
Lionel-Groulx / George-Vanier,45.486346321757786,-73.57352435588837,22,283,690.0258620689655,230.56666666666666,7.957672413793103,0.9532325581395348,1.8879310344827587
Beatty / de Verdun,45.450729976972944,-73.5725748538971,22,284,621.3186813186813,26.555555555555557,7.857032967032967,0.847296875,1.4285714285714286
St-Dominique / Napoléon,45.51666442219882,-73.57722043991089,22,285,538.7823129251701,390.72972972972974,8.397755102040817,0.9511545454545454,1.6666666666666667
2e avenue / Jean-Rivard,45.562509038048915,-73.61656039953232,22,286,673.6753246753246,8.291666666666666,6.905974025974026,0.8623962264150944,1.3376623376623376
Drummond / Sherbrooke,45.50057346904464,-73.57825040817261,22,287,467.6740740740741,290.05,8.17637037037037,0.9740105263157894,1.9777777777777779
Atwater / Greene,45.48049514330605,-73.57782661914825,22,288,385.4859813084112,187.2,7.998504672897196,0.9036753246753246,1.6822429906542056
Hutchison / des Pins,45.51069,-73.57805,22,289,705.8487394957983,464.962962962963,7.990588235294117,0.9573260869565218,1.588235294117647
Parc Benny (Benny / de Monkland),45.46693565237702,-73.63153114914894,22,290,658.5876288659794,40.08695652173913,7.9506185567010315,0.8740945945945947,1.3505154639175259
Valois / Ste-Catherine,45.54522973039872,-73.53725016117096,22,291,613.7474747474747,30.724137931034484,7.843535353535353,0.8477857142857143,1.5656565656565657
Métro Laurier (Berri / Laurier),45.52809995527671,-73.58843871625139,22,292,673.8230769230769,161.29166666666666,8.43423076923077,0.9324150943396227,1.523076923076923
Terminus Le Carrefour (Terry-Fox / Le Carrefour),45.56842034638607,-73.74687284231186,22,293,656.2241379310345,45.810810810810814,7.476034482758621,0.8698481012658228,1.793103448275862
Nicolet / Sherbrooke,45.54969542033443,-73.55464696884155,22,294,771.4111111111112,34.916666666666664,7.669888888888888,0.8988484848484848,1.4555555555555555
Molson / Beaubien,45.54968589617967,-73.59115451574326,22,295,555.5233644859813,27.225806451612904,8.087289719626169,0.8681052631578947,1.5420560747663552
Guizot / St-Denis,45.543423548290185,-73.63246187567711,22,296,551.7663551401869,31.774193548387096,8.027570093457944,0.8227894736842106,1.6074766355140186
Drolet / Beaubien,45.533348,-73.605834,22,297,546.7762237762238,77.21951219512195,8.27104895104895,0.9375392156862745,1.7622377622377623
de Brébeuf / du Mont-Royal,45.52927839879717,-73.57792854309082,22,298,530.5142857142857,301.8,8.32307142857143,0.9347904761904763,1.5857142857142856
Fullum / Terrasse Mercure,45.535541603465234,-73.56593906879425,22,299,665.6153846153846,50.72727272727273,8.023186813186813,0.8140434782608695,1.4285714285714286
Cartier / Bélanger,45.546779039476185,-73.60281676054001,22,300,643.8673469387755,30.178571428571427,8.121632653061225,0.8771857142857142,1.5510204081632653
St-Hubert / de Maisonneuve (nord),45.51613214980722,-73.56049686670303,22,301,565.9512195121952,196.44117647058823,8.084227642276423,0.9657078651685392,1.8130081300813008
des Récollets / McGill,45.5008764952487,-73.55900555849075,22,302,516.448,371.8529411764706,8.51168,0.971197802197802,1.968
de Rouen / Lespérance,45.538859462962286,-73.5528177022934,22,303,680.6355140186915,23.071428571428573,7.727476635514019,0.8474556962025316,1.3457943925233644
Henri-Julien / de Castelnau,45.53789110878484,-73.6182153224945,22,304,493.9248120300752,78.05263157894737,8.353533834586466,0.9334210526315789,1.6240601503759398
Lucien L'Allier / St-Jacques,45.493514106710734,-73.56848180294037,22,305,733.584,370.55172413793105,7.98648,0.9754791666666667,1.8
Vallières / St-Laurent,45.518967223320054,-73.5836161673069,22,306,532.5957446808511,313.06060606060606,8.547304964539007,0.9438425925925926,1.673758865248227
Gauthier / Papineau,45.52966629503036,-73.56733649969101,22,307,815.3583333333333,241.1851851851852,8.104833333333334,0.9053440860215054,1.5916666666666666
Métro Côte-Ste-Catherine (Beaucourt / de la Côte-Ste-Catherine),45.491513,-73.633649,22,308,704.0898876404494,42.92,7.718876404494382,0.86021875,1.4269662921348314
Messier / du Mont-Royal,45.53711414,-73.5710031,22,309,608.0648148148148,49.9375,8.139074074074074,0.7881842105263158,1.537037037037037
Graham / Brookfield,45.52022241072457,-73.62985610961914,22,310,689.5227272727273,47.0,7.779545454545455,0.8677042253521127,1.4772727272727273
St-Dominique / Laurier,45.52361490311454,-73.59245739877223,22,311,505.71942446043164,180.16,8.558776978417267,0.9405701754385964,1.6402877697841727
Marché Jean-Talon (Henri-Julien / Jean-Talon),45.53678525128436,-73.6148879583925,22,312,449.6521739130435,82.28205128205128,8.378405797101449,0.9395252525252525,1.608695652173913
de l'Hôtel-de-Ville / Villeneuve,45.52348082760688,-73.58732756238169,22,313,618.2948717948718,309.7878787878788,8.588333333333333,0.9420325203252032,1.5192307692307692
16e avenue / St-Joseph,45.55293611277267,-73.56577143073082,22,314,679.8942307692307,28.32,7.763653846153845,0.8598481012658228,1.2980769230769231
Henri-Julien / Laurier,45.52574657625029,-73.59033644199371,22,315,662.9295774647887,199.69565217391303,8.549507042253522,0.9420588235294118,1.528169014084507
Hochelaga / de l'Assomption,45.566883091095185,-73.53943817317486,22,316,700.5409836065573,13.333333333333334,7.366885245901639,0.8863913043478261,1.360655737704918
Liébert / Hochelaga,45.59587457490178,-73.52352797985077,22,317,669.7671232876712,5.631578947368421,7.607945205479452,0.8036666666666668,1.273972602739726
HEC (Decelles / Jean-Brillant),45.49772282989976,-73.61925333738327,22,318,468.19444444444446,47.857142857142854,7.783055555555556,0.828082191780822,1.462962962962963
Marmier / St-Denis,45.530757980151904,-73.59845817089081,22,319,740.6433566433567,139.21212121212122,8.226783216783216,0.9372999999999999,1.5664335664335665
15e avenue / Masson,45.55389801568004,-73.5713866353035,22,320,511.0175438596491,23.258064516129032,7.832456140350877,0.8530722891566266,1.368421052631579
Graham / Kindersley,45.514080696641386,-73.64694982767105,22,321,410.2432432432432,8.88888888888889,7.504324324324323,0.848,1.4324324324324325
Pierre-Péladeau / du Centropolis,45.56251175219665,-73.74370649456978,21,322,380.275,39.375,7.3726666666666665,0.8594375,1.7583333333333333
Wellington / Gordon,45.46109386344247,-73.56704950332642,21,323,398.7450980392157,34.375,7.928529411764706,0.8666714285714286,1.4607843137254901
Marcil / Sherbrooke,45.471743,-73.613924,21,324,536.8673469387755,50.827586206896555,7.837142857142857,0.8822173913043478,1.4489795918367347
De Callières / d'Auvergne,45.59342197869864,-73.6690217256546,21,325,351.3157894736842,4.0,7.1743421052631575,0.7712857142857142,1.4736842105263157
Métro Snowdon (de Westbury / Queen-Mary),45.48542414888848,-73.62816195935011,21,326,305.6547619047619,19.166666666666668,7.601904761904761,0.8815185185185186,1.5595238095238095
Workman / Vinet,45.483788863965174,-73.5750612616539,21,327,518.1239669421487,190.21875,8.08107438016529,0.9473370786516854,1.8264462809917354
de la Montagne / Notre-Dame,45.492913379064625,-73.5646878182888,21,328,716.0982142857143,268.3529411764706,7.8602678571428575,0.9696736842105264,1.6696428571428572
Métro Assomption (Chauveau / de l'Assomption),45.569789,-73.548081,21,329,638.7790697674419,9.954545454545455,7.5724418604651165,0.8946875,1.4069767441860466
St-Sylvestre / St-Charles,45.53638893500808,-73.51245582103729,21,330,333.44444444444446,12.310344827586206,7.644629629629629,0.7906075949367088,1.6296296296296295
des Ormeaux / Notre-Dame,45.59926552299961,-73.51226069033146,21,331,662.4714285714285,4.869565217391305,7.539857142857143,0.79,1.3285714285714285
Laurier / St-Denis,45.52714838624861,-73.58947947621346,21,332,673.8947368421053,176.0,8.459323308270676,0.9369009009009008,1.5112781954887218
Parc Olympique (Pie-IX / Sherbrooke),45.554824549823,-73.55370283126831,21,333,589.9701492537314,70.38461538461539,7.778805970149253,0.872074074074074,1.2985074626865671
Crescent / de Maisonneuve,45.49812041247333,-73.57759594917297,21,334,363.25954198473283,291.53846153846155,8.17175572519084,0.9742173913043478,1.9541984732824427
des Pins / St-Laurent,45.51522812881499,-73.5750961303711,21,335,549.4222222222222,401.0,8.102592592592591,0.9604848484848484,1.8444444444444446
Marquette / du Mont-Royal,45.53221791147474,-73.57543140649796,21,336,530.040650406504,231.63333333333333,8.181544715447155,0.9364731182795699,1.6097560975609757
Chabanel / Tolhurst,45.540105018786974,-73.65347027778625,21,337,703.1477272727273,17.0,7.701704545454546,0.8637575757575758,1.3522727272727273
Louisbourg / O'Brien,45.53039449604383,-73.70393217686795,21,338,837.6379310344828,3.9444444444444446,7.570862068965518,0.8474999999999999,1.4137931034482758
de Gaspé / de Liège,45.54248521237199,-73.63634169101715,21,339,583.6145833333334,23.40740740740741,7.913854166666667,0.8162608695652175,1.4479166666666667
Mozart / St-Laurent,45.53328624709234,-73.61546382309369,21,340,464.40579710144925,93.61111111111111,8.225217391304348,0.9408039215686275,1.6159420289855073
Stinson / Montpellier,45.51962176248447,-73.6662483215332,21,341,720.2857142857143,10.7,7.781904761904761,0.8067441860465115,1.2857142857142858
André-Laurendeau / Rachel,45.54303187243879,-73.56256484985352,21,342,520.6375,27.884615384615383,7.887125,0.7929074074074074,1.4625
Wolfe / Robin,45.51958082831579,-73.5601159930229,21,343,471.6287878787879,150.71875,8.045075757575757,0.9527599999999999,1.8484848484848484
19e avenue / St-Zotique,45.56168275734862,-73.58564794063568,21,344,720.7142857142857,5.538461538461538,7.975892857142857,0.8493013698630137,1.4910714285714286
Métro Frontenac (Ontario / du Havre),45.533705987798946,-73.55217933654784,21,345,597.9571428571429,10.933333333333334,7.664857142857143,0.8488727272727273,1.1428571428571428
Casgrain / St-Viateur,45.52751292628879,-73.59879076480864,21,346,567.8059701492538,118.48148148148148,8.350000000000001,0.937411214953271,1.5223880597014925
Parthenais / du Mont-Royal,45.53640396516409,-73.57141345739365,21,347,627.6181818181818,55.71875,8.182545454545455,0.837025641025641,1.5454545454545454
Duluth / de l'Esplanade,45.515132275425785,-73.58105599880219,21,348,640.9577464788732,452.3142857142857,8.388521126760564,0.9467663551401869,1.6971830985915493
Berlioz / de l'Île des Soeurs,45.45998577640931,-73.54395568370819,21,349,746.7833333333333,5.5,7.374333333333333,0.7686388888888889,1.5833333333333333
William / Robert-Bourassa,45.49716534003792,-73.55933010578154,21,350,577.6370967741935,352.25714285714287,8.393709677419354,0.961629213483146,2.0403225806451615
Parc des Rapides (LaSalle / 6e avenue),45.42947143740888,-73.59309915918857,21,351,388.43333333333334,5.909090909090909,7.665666666666667,0.8146315789473684,1.4333333333333333
Cartier / Dandurand,45.53923559055867,-73.58594566583633,21,352,617.5555555555555,65.54166666666667,7.993737373737374,0.8753866666666666,1.5252525252525253
St-Cyril / Wiseman,45.52085479492202,-73.61573964357376,20,353,575.3232323232323,61.833333333333336,8.001818181818182,0.8575942028985507,1.8080808080808082
de Maisonneuve / Aylmer (est),45.50538591756765,-73.5704317688942,20,354,583.3111111111111,289.125,8.227555555555556,0.9762105263157894,1.7185185185185186
Resther / du Mont-Royal,45.52562819123256,-73.58177483081818,20,355,538.3219178082192,377.5882352941176,8.535616438356165,0.9420535714285715,1.595890410958904
Marché Maisonneuve,45.55321884238814,-73.53978216648102,20,356,466.72549019607845,35.0,7.910490196078431,0.8431805555555555,1.5686274509803921
de l'Esplanade / du Mont-Royal,45.51825290855221,-73.5883381962776,20,357,557.0633802816901,173.61764705882354,8.523028169014085,0.9408611111111111,1.6056338028169015
Parc de la Confédération (Fielding / West Hill),45.471881993586074,-73.64002168178558,20,358,559.6082474226804,18.766666666666666,7.771752577319588,0.8366865671641791,1.4123711340206186
Métro Jarry (Lajeunesse / Jarry),45.54355974189168,-73.62777203321457,20,359,510.76146788990826,31.137931034482758,8.153669724770642,0.8260375,1.5229357798165137
du Mans / des Alouettes,45.58033485941123,-73.68471868336201,20,360,574.5384615384615,4.071428571428571,7.864871794871795,0.80696,1.4615384615384615
Boucher / St-Denis,45.527930077456865,-73.59183847904205,20,361,739.8571428571429,187.22222222222223,8.479714285714286,0.9385132743362833,1.5071428571428571
Mairie d'arrondissement Montréal-Nord (Hébert / de Charleroi),45.59398503487043,-73.63767206668854,20,362,669.0,4.321428571428571,6.987471264367816,0.8108474576271187,1.4022988505747127
O'Brien / Poirier,45.52252484113786,-73.69143962860107,20,363,770.34375,8.826086956521738,7.655625,0.8028780487804877,1.46875
Earnscliffe / Queen-Mary,45.481845071377414,-73.63037377595901,20,364,532.2019230769231,38.28125,7.573557692307692,0.8588888888888889,1.5192307692307692
Quai Yvon-Julien (Marie-Victorin / de Montarville),45.606718042243784,-73.45692034810781,20,365,585.4411764705883,3.6,7.703529411764706,0.8268275862068966,1.2352941176470589
