station_name,latitude,longitude,total_bikes,station,distance,review_count,rating,popularity,price
St-Dominique / Rachel,45.518593,-73.581566,30,76,522.7916666666666,527.3823529411765,8.474444444444444,0.9471545454545455,1.6875
Métro Vendôme (de Marlowe / de Maisonneuve),45.47393028235147,-73.60473453998564,30,77,514.6078431372549,62.47222222222222,7.911078431372548,0.8333939393939394,1.5098039215686274
Richmond / des Bassins,45.48752158511353,-73.56500297784805,30,78,561.8695652173913,139.71875,8.049217391304348,0.9485301204819276,1.9739130434782608
Atateken / du Square Amherst,45.52063377251984,-73.56390595436096,30,79,616.6124031007752,294.6666666666667,8.102248062015505,0.9566041666666667,1.8837209302325582
Square St-Louis (du Square St-Louis / Laval),45.516090801970655,-73.5701286792755,30,80,558.9629629629629,218.61111111111111,8.292814814814815,0.9610606060606061,1.837037037037037
Rachel / de Brébeuf,45.52689,-73.57264,29,81,655.6484375,371.51851851851853,8.30921875,0.9408316831683169,1.609375
Métro Place-d'Armes (Viger / St-Urbain),45.50631445605528,-73.55967122894072,29,82,519.0983606557377,433.3529411764706,8.585245901639345,0.971375,1.860655737704918
de Lanaudière / du Mont-Royal,45.53022106537559,-73.57699647545813,29,83,590.5481481481481,292.46875,8.368814814814815,0.9349417475728156,1.548148148148148
Métro Parc  (Hutchison / Ogilvy),45.53035130173597,-73.6243924498558,29,84,695.8962264150944,84.96,8.151037735849057,0.9117530864197532,1.5471698113207548
Laurier / Brébeuf,45.532449016819825,-73.5847695171833,29,85,648.7073170731708,140.62962962962962,8.102601626016261,0.92846875,1.6829268292682926
de l'Hôtel-de-Ville / Ste-Catherine,45.51166045593874,-73.56213569641113,29,86,629.0152671755725,246.0,8.248778625954198,0.97148,1.748091603053435
Cité des Arts du Cirque (Paul Boutet / des Regrattiers),45.55984236120471,-73.61544728279114,29,87,742.1649484536083,7.75,7.242474226804124,0.8699538461538461,1.2577319587628866
Ste-Catherine / St-Mathieu,45.49384690142783,-73.57917845249176,29,88,457.5530303030303,239.10526315789474,8.119924242424242,0.9717446808510638,1.8181818181818181
Milton / du Parc,45.50936142835129,-73.57386365532875,29,89,614.6302521008404,205.58823529411765,7.986470588235294,0.9765411764705882,1.6638655462184875
Crescent / René-Lévesque,45.49600732302391,-73.57334746981905,28,90,424.890625,279.0263157894737,8.0534375,0.975511111111111,1.8515625
René-Lévesque / Papineau,45.52097057660443,-73.5499919950962,28,91,581.7109375,91.8108108108108,7.781796875,0.9237362637362637,1.78125
St-Jacques / McGill,45.50144108135568,-73.56014415621758,28,92,532.6333333333333,416.61764705882354,8.543916666666666,0.9722325581395348,1.9166666666666667
Cégep André-Laurendeau (Lapierre),45.43605512104547,-73.60577523708344,28,93,694.5,11.4,7.784354838709677,0.7726170212765958,1.2903225806451613
Chabanel / du Parc,45.53830765459552,-73.6548838019371,28,94,628.3592233009708,16.06451612903226,7.627669902912621,0.871125,1.5339805825242718
Calixa-Lavallée / Rachel,45.527831544563064,-73.5719096660614,28,95,669.260162601626,380.04,8.167967479674797,0.936908163265306,1.6910569105691058
Molson / Wiliam-Tremblay,45.541602844435374,-73.56496073305605,28,96,542.620253164557,30.863636363636363,7.954050632911392,0.8176491228070176,1.4556962025316456
Métro Préfontaine (Moreau / Hochelaga),45.541374968866094,-73.5542231798172,28,97,613.5894736842105,22.571428571428573,7.5712631578947365,0.8778805970149254,1.4
Ouimet / Goineau,45.57504823374693,-73.68799567222595,27,98,637.7545454545455,4.351351351351352,7.647454545454545,0.7954520547945205,1.4454545454545455
St-Joseph / 8e avenue Lachine,45.431518914135125,-73.67110446095467,27,99,538.6172839506173,11.791666666666666,7.993580246913581,0.8118596491228071,1.3950617283950617
Metcalfe / de Maisonneuve,45.501804363327565,-73.57434511184692,27,100,466.9323308270677,290.1025641025641,8.27142857142857,0.9753617021276596,1.8721804511278195
Fortune / Wellington,45.477923,-73.559038,27,101,570.7448979591836,17.12,8.053673469387755,0.8244109589041096,1.4183673469387754
St-André / Cherrier,45.52051578783967,-73.567695915699,27,102,725.4202898550725,371.1666666666667,8.31304347826087,0.9547777777777777,1.789855072463768
Drummond / Ste-Catherine,45.49863930330429,-73.57422709465027,27,103,326.3488372093023,278.8536585365854,8.090542635658915,0.9755909090909092,1.8992248062015504
Mackay / Ste-Catherine,45.495774063803815,-73.57687845826149,27,104,393.57246376811594,254.37209302325581,8.09608695652174,0.9743263157894736,1.8478260869565217
Square Viger (Berri / Viger),45.5121682576952,-73.55481594800949,27,105,675.8760330578513,283.8181818181818,8.329421487603305,0.9709772727272727,1.8677685950413223
Murray / Wellington,45.49225247724067,-73.55850666761398,27,106,667.6206896551724,153.7,7.907068965517242,0.9569418604651162,1.8017241379310345
Montcalm / Ontario,45.52118387502727,-73.56244146823883,27,107,604.1085271317829,210.34285714285716,8.072480620155037,0.9546382978723404,1.9224806201550388
5e avenue / Masson,45.54752382909683,-73.57513636350632,27,108,460.11504424778764,14.785714285714286,7.756017699115044,0.8665529411764705,1.4513274336283186
Aylmer / Sherbrooke,45.50629456823703,-73.57282698154448,27,109,632.9347826086956,285.59090909090907,8.213550724637681,0.9752978723404255,1.7753623188405796
du Havre / de Rouen,45.53456256501449,-73.55478646466509,27,110,658.4857142857143,16.454545454545453,7.580571428571428,0.8257916666666666,1.2714285714285714
Marquette / des Carrières,45.53879934493943,-73.58870029449461,27,111,663.7238095238096,58.5,8.085333333333333,0.8887215189873419,1.6
St-Alexandre / Ste-Catherine,45.50527354034462,-73.5674786567688,27,112,546.9473684210526,242.325,8.278045112781955,0.9755806451612903,1.7669172932330828
de la Côte St-Paul / St-Ambroise,45.46766565386597,-73.59391784324544,27,113,619.5542168674699,60.785714285714285,8.049518072289157,0.8413454545454545,1.5421686746987953
de Maisonneuve / Mansfield (sud),45.502053864057466,-73.57346534729004,27,114,460.24626865671644,296.575,8.229253731343285,0.976436170212766,1.873134328358209
de la Gauchetière / Robert-Bourassa,45.50064338023683,-73.5654079914093,27,115,630.031746031746,408.2857142857143,8.435634920634921,0.9734505494505495,1.9603174603174602
Mansfield / Cathcart,45.500989292488576,-73.57050284743309,27,116,474.06617647058823,284.12820512820514,8.24845588235294,0.9755670103092783,1.8014705882352942
Métro Beaubien (de Chateaubriand / Beaubien),45.5353599615622,-73.60363483428955,27,117,576.9857142857143,76.56410256410257,8.219357142857143,0.9379306930693069,1.75
Métro Place-des-Arts (du Président-Kennedy / Jeanne-Mance),45.508204615051355,-73.56881439685822,27,118,551.5983606557377,233.53333333333333,8.23467213114754,0.9771086956521738,1.639344262295082
Charles-Daoust / 75e avenue,45.54250587659489,-73.74095320701599,27,119,586.8674698795181,12.151515151515152,7.759397590361446,0.82864,1.5180722891566265
35e avenue / Beaubien,45.570081,-73.573047,27,120,626.4175824175824,6.090909090909091,7.744285714285715,0.8025797101449276,1.4615384615384615
Métro Place Saint-Henri (St-Ferdinand / St-Jacques),45.47728092665489,-73.58730420470238,27,121,549.6039603960396,109.0,8.077920792079208,0.814112676056338,1.683168316831683
St-Rémi / Ste-Émilie,45.46976497412213,-73.58923405408859,27,122,563.9223300970874,58.91891891891892,8.07747572815534,0.7778030303030303,1.6699029126213591
Jacques-Le Ber / de la Pointe Nord,45.47259900304475,-73.5398056358099,27,123,492.4776119402985,9.892857142857142,6.969402985074627,0.8480000000000001,1.5820895522388059
de l'Hôtel-de-Ville / Sherbrooke,45.5145247302944,-73.56835573911665,27,124,564.578947368421,203.64705882352942,8.31984962406015,0.9652828282828283,1.8421052631578947
Garnier / St-Grégoire,45.5358215436799,-73.58710169792175,27,125,627.9368421052632,59.76,8.085368421052632,0.8901714285714285,1.631578947368421
Mairie d'arrondissement St-Laurent (Beaudet / Marcel-Laurin),45.50682415585665,-73.68184804916382,27,126,656.0,36.6,7.728666666666667,0.8143333333333334,1.5333333333333334
10e avenue / Masson,45.55037651450808,-73.57373356819151,26,127,378.00877192982455,13.71875,7.756140350877193,0.8635243902439024,1.3771929824561404
Ryde / Charlevoix,45.4757434,-73.5646007,26,128,670.7464788732394,33.5,8.081830985915492,0.8770526315789473,1.3943661971830985
St-Laurent / Pl. du Marché,45.50928960913111,-73.56241598725319,26,129,560.728813559322,247.43333333333334,8.468898305084746,0.9730113636363636,1.7118644067796611
Métro Villa-Maria (de Monkland / Décarie),45.4789683985657,-73.61959934234618,26,130,601.6019417475728,52.58064516129032,7.629417475728156,0.8514305555555555,1.4077669902912622
Chomedey / de Maisonneuve,45.491750449903954,-73.58394473791122,26,131,634.1743119266055,310.6190476190476,7.858440366972476,0.966090909090909,1.6055045871559632
Union / René-Lévesque,45.50235036136798,-73.56658279895781,26,132,599.2835820895523,279.8205128205128,8.369402985074627,0.975,1.8805970149253732
7e avenue / St-Joseph Rosemont,45.54710817336986,-73.56936693191528,26,133,627.0833333333334,22.486486486486488,7.9355,0.8791927710843374,1.4583333333333333
de l'Hotel-de-Ville / Ontario,45.51374520222444,-73.56666326522826,26,134,555.5378787878788,184.8181818181818,8.309924242424243,0.9665656565656565,1.7954545454545454
Collège de Rosemont (Beaubien / 15e avenue),45.55774990838239,-73.58380123972893,26,135,598.65,4.15,8.131666666666666,0.844275,1.4333333333333333
Place des Festivals ( du Président-Kennedy / de Bleury),45.50764392965887,-73.56932401657104,26,136,566.2578125,245.0,8.01609375,0.9782795698924731,1.640625
Parc St-Louis (St-Joseph / 34e avenue),45.432839840726125,-73.69349151849747,26,137,553.1136363636364,9.344827586206897,7.405795454545455,0.9287118644067797,1.375
Panet / Ste-Catherine,45.51999897796297,-73.5548883676529,26,138,487.2631578947368,101.875,7.985037593984963,0.9505247524752475,1.8646616541353382
Métro Mont-Royal (Utilités publiques / Rivard),45.52423612093815,-73.58155220746994,26,139,510.9310344827586,333.7931034482759,8.562482758620689,0.9446810344827586,1.6
Dézéry / Ontario,45.54095791741757,-73.54702949523926,26,140,569.3168316831683,21.5,7.728811881188119,0.8415466666666667,1.4257425742574257
Beaudry / Sherbrooke,45.52303493310712,-73.56539458036421,26,141,776.3503649635037,324.3030303030303,8.061167883211679,0.9538461538461539,1.854014598540146
Métro Université de Montréal (Édouard-Montpetit / Louis-Collin),45.50363996257211,-73.6182689666748,26,142,798.125,32.785714285714285,7.707884615384615,0.7999868421052632,1.4134615384615385
Métro Verdun (Willibrord / de Verdun),45.459487694540734,-73.57209205627441,26,143,543.0,35.925925925925924,7.904948453608247,0.8690428571428571,1.4329896907216495
St-Denis / de Maisonneuve,45.51433912935237,-73.56168508529663,26,144,593.3416666666667,223.92307692307693,8.246916666666667,0.9691489361702127,1.7583333333333333
Thimens / Alexis-Nihon,45.50897852206792,-73.69856357574463,26,145,698.8904109589041,14.535714285714286,7.184246575342466,0.7657999999999999,1.547945205479452
St-André / Ste-Catherine,45.516297540849614,-73.55801045894623,26,146,534.0,157.9090909090909,8.080499999999999,0.9647356321839081,1.8333333333333333
U. Concordia - Campus Loyola (Sherbrooke / West Broadway),45.45750908083069,-73.6394852399826,26,147,593.6404494382023,23.0,7.457640449438203,0.897640625,1.2359550561797752
Fullum / Holt,45.54391953154915,-73.58424894533528,26,148,637.0917431192661,38.96875,8.113761467889908,0.8696103896103895,1.5596330275229358
Kirkfield / de Chambois,45.51293324107222,-73.63389015197754,26,149,721.2258064516129,9.6875,7.6940322580645155,0.8348913043478261,1.467741935483871
Natatorium (LaSalle / Rolland),45.4443505862464,-73.57542979723802,26,150,781.1395348837209,10.071428571428571,7.8276744186046505,0.9170344827586208,1.3255813953488371
Milton / Clark,45.512167777991905,-73.5709663525995,26,151,570.4418604651163,198.55555555555554,8.265271317829457,0.9701397849462365,1.7674418604651163
Aylwin / Ontario,45.54428297135084,-73.54544162750244,25,152,462.16,31.76,7.9125,0.8582133333333334,1.47
de Mentana / Marie-Anne,45.526026565221414,-73.57785880565643,25,153,534.2781456953643,307.6578947368421,8.444370860927151,0.9386902654867257,1.576158940397351
Bourgeoys / Favard,45.47993042065731,-73.55592101812363,25,154,616.1818181818181,20.0,8.076477272727272,0.8252388059701492,1.4090909090909092
Fullum / de Rouen,45.5321322155395,-73.55876013636589,25,155,725.1466666666666,27.25,7.6668,0.8223333333333334,1.4933333333333334
Parc Kent (de Kent / Hudson),45.5057209331225,-73.62945914268494,25,156,688.3473684210526,40.25925925925926,7.650736842105264,0.9041323529411764,1.3473684210526315
Louis-Hébert / de Bellechasse,45.546661109634606,-73.58868420124054,25,157,525.6146788990826,28.4375,8.140275229357798,0.8616883116883116,1.5596330275229358
Métro Édouard-Montpetit (du Mont-Royal / Vincent-d'Indy),45.510200304274754,-73.6114051938057,25,158,548.5,9.625,7.8464,0.7887857142857142,1.2
Marquette / Laurier,45.53543,-73.5822,25,159,578.8730158730159,110.43243243243244,8.073015873015873,0.9093707865168539,1.6507936507936507
Métro Sauvé (Berri / Sauvé),45.55069206841976,-73.65636706352234,25,160,756.2714285714286,9.846153846153847,7.769714285714286,0.8435681818181817,1.6142857142857143
LaSalle / Godin,45.44693448484644,-73.57219934463501,25,161,637.2903225806451,10.157894736842104,7.869677419354839,0.9095813953488373,1.3225806451612903
Boyer / Beaubien,45.537041,-73.602026,25,162,551.0967741935484,70.8529411764706,8.088467741935483,0.9386444444444444,1.7338709677419355
Milton / Durocher,45.508140959417744,-73.57492983341217,25,163,698.8814814814815,234.10256410256412,8.065185185185184,0.976375,1.7925925925925925
Roy / St-Denis,45.51908,-73.5727,25,164,605.3093525179856,356.64516129032256,8.191726618705037,0.9584537037037036,1.8345323741007193
Wellington / Hickson,45.46493155172772,-73.56674909591675,25,165,386.6470588235294,31.794117647058822,7.92607843137255,0.8474411764705883,1.4901960784313726
Métro Sherbrooke (de Rigaud / Berri),45.51814312154928,-73.56800436973572,25,166,616.3333333333334,308.45454545454544,8.243787878787879,0.9621515151515152,1.803030303030303
Sherbrooke / Jeanne-d'Arc,45.55398156058887,-73.55496388156098,25,167,561.0754716981132,58.3125,7.807169811320755,0.8450810810810812,1.3962264150943395
St-Ambroise / Louis-Cyr,45.47519326260791,-73.58094334602356,25,168,660.6666666666666,180.1764705882353,8.192432432432433,0.8408311688311688,1.882882882882883
de Lanaudière / Laurier,45.5333136054992,-73.58373686671257,25,169,590.7441860465116,125.05882352941177,8.120852713178294,0.9143473684210526,1.6744186046511629
Hôpital Général Juif (de la Côte-Ste-Catherine / Légaré),45.49624140543275,-73.62983867526054,25,170,557.0857142857143,57.766666666666666,7.554476190476191,0.8628133333333333,1.5142857142857142
Hutchison / Beaubien,45.52605851018324,-73.61296892166138,25,171,682.5384615384615,133.14285714285714,8.252769230769232,0.9376078431372549,1.7230769230769232
IUSMM (Georges-Villeneuve),45.58661042838809,-73.52969169616699,24,172,834.75,4.944444444444445,7.3975,0.8036851851851852,1.3055555555555556
Peel / Ottawa,45.49419955357054,-73.55998456478119,24,173,692.603305785124,396.32,8.20900826446281,0.9544895833333333,2.0
Boyer / du Mont-Royal,45.527432126380575,-73.57991673052311,24,174,527.9379310344827,337.86486486486484,8.41903448275862,0.9389722222222223,1.5862068965517242
90e Avenue / Boulevard Lévesque O,45.53121456506295,-73.74735295772552,24,175,745.3417721518987,8.433333333333334,7.743417721518988,0.8526734693877551,1.5569620253164558
Métro St-Laurent ( de Maisonneuve / St-Laurent),45.51074821798916,-73.56512099504471,24,176,496.55555555555554,220.80769230769232,8.188290598290598,0.9707472527472527,1.6752136752136753
Marché Jean-Talon (Casgrain / Shamrock),45.53519006163501,-73.61548215150833,24,177,439.86861313868616,95.97297297297297,8.263284671532846,0.94006,1.6423357664233578
Place du Canada (Peel / des Canadiens-de-Montréal),45.49788352593901,-73.56856763362885,24,178,580.5572519083969,303.6470588235294,8.224885496183207,0.9745773195876288,1.8625954198473282
Parc Honoré-Mercier (Notre-Dame / Liébert),45.59275253568305,-73.51035632193089,24,179,593.3333333333334,3.6666666666666665,6.599333333333333,0.9229166666666666,1.2666666666666666
Bloomfield / Bernard,45.520338193708305,-73.60775470733641,24,180,593.1463414634146,113.53125,8.259268292682927,0.9017472527472528,1.7317073170731707
