station_name,latitude,longitude,total_bikes,station,distance,rating,popularity,price
Aréna Rodrigue-Gilbert (du Tricentenaire / de Montigny),45.65140583915357,-73.50041270256041,14,708,870.4642857142857,6.933333333333334,0.9105,1.5217391304347827
St-Urbain / Laurier,45.52164617544124,-73.59366774559021,14,709,560.2477064220184,8.564220183486238,0.9403669724770642,1.5339805825242718
Marquette / Rachel,45.52983801723605,-73.5703244805336,14,710,700.1511627906976,8.046753246753248,0.940360465116279,1.5731707317073171
Bibliothèque et Complexe aquatique Rosemont (8e avenue / Rosemont),45.55151193681962,-73.58207792043686,14,711,742.953125,7.306976744186046,0.9224375,1.4375
de la Roche /  de Bellechasse,45.53718135927993,-73.59750330448149,14,712,612.3230769230769,7.959090909090909,0.9435692307692308,1.6065573770491803
Letourneux / Hochelaga,45.55465888075087,-73.54660302400589,14,713,671.2173913043479,7.661111111111111,0.9451521739130434,1.6842105263157894
Chambord / Fleury,45.55982811984724,-73.65832507610321,14,714,492.6,7.438461538461539,0.9176,1.4
Péloquin / Fleury,45.55702223161539,-73.6599015713,14,715,501.75,7.5249999999999995,0.9228125,1.4285714285714286
Parc MacDonald (Clanranald / Isabella),45.48274245886277,-73.63497912883759,14,716,577.9705882352941,6.845454545454545,0.9420294117647058,1.303030303030303
CHSLD Robert Cliche (de Bellechasse / 16e avenue),45.557568,-73.579191,14,717,761.7575757575758,7.10625,0.9232424242424242,1.2580645161290323
Victoria / de Maisonneuve,45.47742856483265,-73.60016942024231,14,718,585.25,7.126315789473685,0.92853125,1.4666666666666666
29e avenue / St-Zotique,45.56776565172907,-73.57968807220459,14,719,711.59375,6.840909090909091,0.9415,1.4666666666666666
Melville / de Maisonneuve,45.48184019359366,-73.59537899494171,14,720,705.2413793103449,7.3999999999999995,0.9253103448275862,1.625
Chabot / Villeray,45.552289376429215,-73.61300647258759,14,722,612.7586206896551,7.409090909090909,0.9378965517241379,1.1481481481481481
Square Nelligan (des Appalaches / Alexis-Nihon),45.51431824920811,-73.70799824595451,14,723,704.1111111111111,6.892307692307692,0.9330555555555556,1.3225806451612903
Robin / St-André,45.51820643310249,-73.56161856654579,14,724,569.0795454545455,7.945454545454546,0.9594999999999999,1.868421052631579
Coloniale / Duluth,45.51786873150825,-73.57842743396758,14,725,598.5,8.538181818181817,0.9479545454545455,1.5809523809523809
Duluth  / St-Denis,45.52062760607925,-73.57594907283782,14,726,615.5625,8.592857142857143,0.9452857142857143,1.5794392523364487
Travaux publics LaSalle (Cordner / Léger),45.44527192876118,-73.62448364496231,14,727,126797.54054054055,6.439130434782609,0.951,1.375
Métro Georges-Vanier (St-Antoine / Canning),45.4891,-73.57656,14,728,774.445652173913,7.867777777777778,0.9688695652173912,1.5666666666666667
Fullum / Ontario,45.5303174,-73.5548669,14,729,674.5862068965517,6.963636363636365,0.9312758620689656,1.4827586206896552
